,Video_id,Title,Published_date,Views,Likes,Comments,Month
0,eGIfls_uW1Y,ChatGPT helped me create this KBC Quiz App (Watch me Build it),2023-03-29,15511,867,127,Mar
1,J_5zLDLVCsk,Fastest Way to Learn React in 2023 🔥,2023-03-28,50990,6176,763,Mar
2,M-dutzdupbs,"AWS Activate: A Program to Support Startups, Founders, & Entrepreneurs  | Amazon Web Services",2023-03-28,13596,673,126,Mar
3,fqF9M92jzUo,Python Crash Course in Hindi | 5 Python Projects | Complete Python Tutorial,2023-03-25,98535,5708,827,Mar
4,gTj2OWd5YnM,Python vs JavaScript: Which one to Learn in 2023? (For Jobs),2023-03-18,170142,8389,731,Mar
5,f00Kxt-PFYA,"Choosing the Right Python Web Framework: Django, Flask, or FastAPI?",2023-03-15,37818,1668,295,Mar
6,NvjKXwt7n48,What is a Graph Database? | Getting Started with Neo4j AuraDB: A Step-by-Step Tutorial 🔥,2023-03-14,16486,826,160,Mar
7,azeSJeje5cA,Free Office 365 on your Own Server (NextCloud Tutorial),2023-03-13,21566,909,120,Mar
8,EMjRSJDJJ90,Stop Saving Your Passwords like this (Use Passky Instead!),2023-03-12,22273,1112,159,Mar
9,7Wkpx4m6fjQ,Install VS Code/FireFox like Apps on Ubuntu Server (Get 1GBPS Internet Speed for Free),2023-03-11,27504,1011,161,Mar
10,ZWgzaTEjetE,I Created Discord like Calling App in 5 Minutes... (With Custom Domain),2023-03-10,29865,1271,155,Mar
11,fC9XYyqjY2Y,Docker Made Easy: Discover the Magic of Yacht,2023-03-08,19220,771,183,Mar
12,5Pz8WGiMJ_c,Conclusion and Where to go from here | Python Tutorial - Day #100,2023-03-07,50442,3195,549,Mar
13,18vZnLqXMoM,Exercise 11: Solution + Shoutouts - Desktop Notification System | Python Tutorial - Day #99,2023-03-06,14683,500,186,Mar
14,zGe-9LfnAaA,MultiProcessing in Python | Python Tutorial - Day #98,2023-03-05,13912,567,99,Mar
15,ICbU6zAKtqQ,Multithreading in Python | Python Tutorial - Day #97,2023-03-04,13487,600,101,Mar
16,lgoB3_-ejnI,AsyncIO in Python | Python Tutorial - Day #96,2023-03-03,12968,537,124,Mar
17,TCWOwavqFrw,Regular Expressions in Python | Python Tutorial - Day #95,2023-03-02,13026,522,96,Mar
18,1i4piFhpnm8,Exercise 11 - Drink Water Reminder | Python Tutorial - Day #94,2023-03-01,12390,484,181,Mar
19,bnAz7Kb2efE,Exercise 10 - News App Solution & Shoutout | Python Tutorial - Day #93,2023-02-28,12725,494,99,Feb
20,s6J3TmqKJ0M,SearX: The Private Search Engine You Need to Know About!,2023-02-28,76503,3206,375,Feb
21,K8gjSwc3Rlo,Function Caching in Python | Python Tutorial - Day #92,2023-02-27,10676,541,94,Feb
22,ixd-u3pmsUc,Generators in Python | Python Tutorial - Day #91,2023-02-26,12365,585,81,Feb
23,dR4eijxUubw,I Can Speak Like Shah Rukh Khan - Thanks to this AI 🔥,2023-02-26,261814,12515,1588,Feb
24,BGzFp9mwFQ4,Exercise 10: News App in Python | Python Tutorial - Day #90,2023-02-25,12663,562,78,Feb
25,Nsb3bLIlO4w,Requests Module in Python | Python Tutorial - Day #89,2023-02-24,11826,545,131,Feb
26,C9VP-56RXNM,Exercise 9: Solution - Shoutouts to Everyone | Python Tutorial - Day #88,2023-02-23,9712,416,134,Feb
27,wII2JhNACJE,Shutil Module in Python | Python Tutorial - Day #87,2023-02-22,11868,649,151,Feb
28,NCmMEEyzLT8,Walrus Operator in Python | Python Tutorial - Day #86,2023-02-21,12353,576,84,Feb
29,TgacEFIP7rQ,Look like a hacker (With this Trick) 🔥🔥,2023-02-21,402242,40402,223,Feb
30,3IAu6-pgw7I,Creating command line utility in python | Python Tutorial - Day #85,2023-02-20,12703,590,122,Feb
31,oTtIvV-Q1FY,Time Module in Python | Python Tutorial - Day #84,2023-02-19,12931,615,386,Feb
32,XM6kTQPzzpQ,[Scary] ChatGPT generated this website for me (I am scared) 😢😭,2023-02-19,636570,17509,941,Feb
33,1WjwnlRXfHc,Exercise 9 - Shoutouts to Everyone | Python Tutorial - Day #83,2023-02-18,9891,477,91,Feb
34,I-guKYvzzzM,OpenAI Secret Trick - Automated ChatGPT 🔥🔥,2023-02-18,399611,31679,152,Feb
35,qKKGemhBRVM,Exercise 8 - Merge the Pdf Solution in Python | Python Tutorial - Day #82,2023-02-17,11305,509,77,Feb
36,c5k-P14rEGg,AWS Innovate Online Conference 🔥,2023-02-17,17625,1007,122,Feb
37,B4Q8zxRkm_I,Hybrid and Hierarchical Inheritance in Python | Python Tutorial - Day #81,2023-02-16,10953,552,81,Feb
38,Il7XMJJeXiA,Multilevel Inheritance in Python | Python Tutorial - Day #80,2023-02-15,11305,576,128,Feb
39,4o7xSHgKlvI,Multiple Inheritance in Python | Python Tutorial - Day #79,2023-02-14,11528,585,83,Feb
40,U53_Gw55NI8,Single Inheritance in Python | Python Tutorial - Day #78,2023-02-13,12014,594,100,Feb
41,_Qx2OyixABc,Enhance your app's security with this tool 🔥,2023-02-12,72173,7333,60,Feb
42,D67-b2t-y4k,Operator Overloading in Python | Python Tutorial - Day #77,2023-02-12,13659,633,100,Feb
43,uUbvJ7ZEhPE,Exercise 8 - Merge the PDF | Python Tutorial - Day #76,2023-02-11,13954,608,116,Feb
44,Wt9Shnzv_Yg,Exercise 7 Solution + Shoutouts | Python Tutorial - Day #75,2023-02-10,12070,540,80,Feb
45,46_yfYC36JY,Method Overriding in Python | Python Tutorial - Day #74,2023-02-09,13591,613,89,Feb
46,bgM7BVwkqMo,"Spot the bug, I challenge you! 👨‍💻",2023-02-09,20970,1369,163,Feb
47,DmgQVJXhuLQ,Magic/Dunder Methods in Python | Python Tutorial - Day #73,2023-02-08,14035,722,96,Feb
48,P648reefNh0,super keyword in Python | Python Tutorial - Day #72,2023-02-07,14915,736,111,Feb
49,Wgo9TaBcuJ4,"dir, __dict__ and help method in Python | Python Tutorial - Day #71",2023-02-06,14155,747,87,Feb
50,FGlKJdy--p8,Class Methods as Alternative Constructors in Python | Python Tutorial - Day #70,2023-02-05,15549,740,173,Feb
51,9ynmDLc5FYo,Class Methods in Python | Python Tutorial - Day #69,2023-02-04,17033,782,128,Feb
52,aPlSyQNkCvM,"Lets Build a News App Using ExpressJs +HTML, CSS and JavaScript (Awesome Project) 🔥",2023-02-04,53677,2169,181,Feb
53,6KvnP13TnhY,Exercise 7 - Clear the Clutter | Python Tutorial - Day #68,2023-02-03,13101,618,100,Feb
54,M9Y6Rcg8nEM,Appwrite - An Easy to setup Open-Source Backend Server 🔥,2023-02-03,50308,1844,122,Feb
55,uRIEjf2vCIg,Exercise 6 Solution - Library Management Software in Python | Python Tutorial - Day #67,2023-02-02,14632,622,125,Feb
56,tQdaeiF4j38,Instance variables vs Class variables in Python | Python Tutorial - Day #66,2023-02-01,16377,843,104,Feb
57,GcSVYNSsJxo,Static Methods in Python | Python Tutorial - Day #65,2023-01-31,18810,918,219,Jan
58,mlDZTSH2FFc,Exercise 6 - Library Management System in Python | Python Tutorial - Day #64,2023-01-30,17626,817,113,Jan
59,GkfBpm6MN9A,Snake Water Gun Game in Python - Exercise 5 - Solution | Python Tutorial - Day #63,2023-01-29,20963,865,124,Jan
60,43FK20rWvKQ,Access Modifiers in Python | Python Tutorial - Day #62,2023-01-28,20581,1022,124,Jan
61,-KsfUaQEY9Y,Inheritance in Python | Python Tutorial - Day #61,2023-01-27,23510,1103,126,Jan
62,9wdHLZSowFk,Learn to Install and Manage Applications on Cloudron | Cloudron Tutorial,2023-01-27,11286,510,59,Jan
63,2gbCT8h9uyk,Getters and Setters in Python | Python Tutorial - Day #60,2023-01-26,24852,1063,162,Jan
64,PTBZ674EsvI,Decorators in Python | Python Tutorial - Day #59,2023-01-25,31741,1474,152,Jan
65,12HRkYld22c,Constructors in Python | Python Tutorial - Day #58,2023-01-24,30731,1359,177,Jan
66,a7baAGCBA9U,Classes and Objects in Python | Python Tutorial - Day #57,2023-01-23,39091,1715,355,Jan
67,HQnoYzxOHMw,Introduction to OOPs in Python | Python Tutorial - Day #56,2023-01-22,38854,1752,218,Jan
68,dDsh7FT6-0I,Exercise 5 - Snake Water Gun | Python Tutorial - Day #55,2023-01-21,22986,1021,189,Jan
69,TOemdfX_0xc,'is' vs '==' in Python | Python Tutorial - Day #54,2023-01-20,21257,1261,260,Jan
70,MPnyzJ3TmG4,Tatum: An Amazing platform for Web 3 developers,2023-01-20,34871,1596,171,Jan
71,OErhjT4f5Cs,"Map, Filter and Reduce in Python | Python Tutorial - Day #53",2023-01-19,28084,1439,384,Jan
72,UfFWf-PXUqE,Lambda functions in Python | Python Tutorial - Day #52,2023-01-18,29356,1437,174,Jan
73,PByYX-2l5Us,"seek(), tell() and other functions | Python Tutorial - Day #51",2023-01-17,24633,1382,176,Jan
74,ZEcc3bJI6No,Tips to get Foreign Internship - Part 2,2023-01-17,90848,9322,77,Jan
75,l1FsnQxET9U,"read(), readlines() and other methods | Python Tutorial - Day #50",2023-01-16,28057,1332,261,Jan
76,9-WJvGRSxLc,Tips to get Foreign Internship - Part 1,2023-01-16,109764,11959,97,Jan
77,eDBPlcWYses,File IO in Python | Python Tutorial - Day #49,2023-01-15,35299,1576,173,Jan
78,RaG6GgcDt54,Local vs Global Variables in Python| Python Tutorial - Day #48,2023-01-14,27414,1467,215,Jan
79,AaF9pE3bxFg,PC and App Streaming on the Browser: Kasm Workspaces,2023-01-14,16731,819,107,Jan
80,4lSQfOJKn7U,Exercise 4: Solutions and Shoutouts | Python Tutorial - Day #47,2023-01-13,24173,1045,161,Jan
81,dkVYSsL90Oo,os Module in Python | Python Tutorial - Day #46,2023-01-12,34552,1660,208,Jan
82,y_CX2Rvitk8,"if __name__ == ""__main__"" in Python | Python Tutorial - Day #45",2023-01-11,33780,1823,249,Jan
83,Pr7UOr35NcI,How import works in Python | Python Tutorial - Day #44,2023-01-10,30298,1611,208,Jan
84,g0TpCVpLAs4,Can ChatGPT solve JEE Advanced Problem?,2023-01-10,300424,10568,772,Jan
85,bXO34hZSVHo,*One* tip to learn programming fast,2023-01-10,292344,36191,292,Jan
86,nt6LlFTWOkg,Virtual Environment in Python | Python Tutorial - Day #43,2023-01-09,36742,1696,210,Jan
87,jB1isjVGZ8U,I asked ChatGPT to write me a standup comedy script!,2023-01-09,108994,4705,297,Jan
88,qOk-fz_4ivg,Avoid this mistake as a coder!,2023-01-09,161364,19544,83,Jan
89,kGnYc_h1geM,Enumerate Function in Python | Python Tutorial - Day #42,2023-01-08,32434,1618,160,Jan
90,Qqx_zNmQVGI,Short hand if else statements | Python Tutorial - Day #41,2023-01-07,30805,1700,290,Jan
91,C9e1TxDz-ig,Which programming language to learn first?🔥,2023-01-07,144930,14704,144,Jan
92,pOWJ6WgVRIU,Exercise 4: Secret Code Language | Python Tutorial - Day #40,2023-01-06,33563,1579,350,Jan
93,HKYzzZYB3dQ,5 ways to make money as a programmer 🤑,2023-01-06,151357,21382,65,Jan
94,nyfeYAxP-EM,Kaun Banega Crorepati: Exercise 3 - Solution & Shoutouts | Python Tutorial - Day #39,2023-01-05,44193,1720,262,Jan
95,AWdMWWfJNGE,One Harsh truth about programming ☹️,2023-01-05,193795,23587,194,Jan
96,Phr4CNppYoM,Raising custom errors in Python | Python Tutorial - Day #38,2023-01-04,38322,2041,343,Jan
97,tzJHEQEv5Wo,5 ways to master programming logic 🔥,2023-01-04,219583,35924,96,Jan
98,r_iuC-IDpPM,Finally keyword in Python | Python Tutorial - Day #37,2023-01-03,37326,2081,232,Jan
99,-ABzZmiAd-k,5 Tips for Maximum Package College Placement,2023-01-03,177229,21758,89,Jan
100,4LKo6dlku7M,Exception Handling in Python | Python Tutorial - Day #36,2023-01-02,48929,2248,250,Jan
101,W8kdqcXVcIQ,I Interviewed ChatGPT 🔥,2023-01-01,580674,36598,588,Jan
102,FuUWQg8igsA,ChatGPT will replace you....,2023-01-01,487191,20777,1424,Jan
103,qUkcIgErZzc,for Loop with else in Python | Python Tutorial - Day #35,2023-01-01,34528,2037,280,Jan
104,FnWIRTV3G0Q,Make more money with these 5 Non Tech Skills💰💰,2023-01-01,101943,12959,65,Jan
105,LmbFwaLjT9k,Dictionary Methods in Python | Python Tutorial - Day #34,2022-12-31,36382,1920,270,Dec
106,b-8ECC7TnzY,5 tips to beat procrastination 🔥,2022-12-31,65389,7719,61,Dec
107,j2G68uQtOwM,Dictionaries in Python | Python Tutorial - Day #33,2022-12-30,47870,2329,314,Dec
108,HOrutCnp2zo,Set Methods in Python | Python Tutorial - Day #32,2022-12-29,45550,2144,231,Dec
109,zroeqg6v9fg,I Created a Programming Rap Song with ChatGPT 🧑‍🎤,2022-12-29,466513,14093,824,Dec
110,l3kCO8cVA6o,Sets in Python | Python Tutorial - Day #31,2022-12-28,46192,2251,298,Dec
111,J0m6dLufJsQ,Man Sued his own company 🤣😆😅,2022-12-28,270401,19804,326,Dec
112,XYwJKFB8DUk,Recursion in Python | Python Tutorial - Day #30,2022-12-27,59565,2479,433,Dec
113,SJzsNd7SM0g,Docstrings in Python | Python Tutorial - Day #29,2022-12-26,47288,2301,256,Dec
114,quwYAQdVC60,Whatsapp Data Breach  👨‍💻,2022-12-26,80294,5973,153,Dec
115,ixmxgUf8yIg,f-strings in Python | Python Tutorial - Day #28,2022-12-25,52621,2442,282,Dec
116,0-Whx8b2FG4,5 ways to make money in Cybersecurity!,2022-12-25,125627,13951,91,Dec
117,Vs1Z7K70Mvw,Exercise 3: Kaun Banega Crorepati (KBC) | Python Tutorial - Day #27,2022-12-24,49714,2075,455,Dec
118,zq_of0c9oYo,The best Todo App (**Ever**) 📝,2022-12-24,72928,8150,149,Dec
119,IZBKXWrbqBM,Exercise 2: Solution & Shoutouts | Python Tutorial - Day #26,2022-12-23,45865,1790,225,Dec
120,XblLSduioJI,Operations on Tuples in Python | Python Tutorial - Day #25,2022-12-22,50270,2436,246,Dec
121,PipsOUDKrVk,Tuples in Python | Python Tutorial - Day #24,2022-12-21,58053,2817,298,Dec
122,scWc3F8LbOo,List Methods in Python | Python Tutorial - Day #23,2022-12-20,60368,2944,405,Dec
123,eF6nK5bSlmg,Introduction to Lists in Python | Python Tutorial - Day #22,2022-12-19,78414,3395,750,Dec
124,0d6b6fFuCkE,Function Arguments in Python | Python Tutorial - Day #21,2022-12-18,83040,3461,440,Dec
125,dyvxxJSGUsE,Functions in Python | Python Tutorial - Day #20,2022-12-17,105555,4193,630,Dec
126,RkwJnjdrm70,break and continue in Python | Python Tutorial - Day #19,2022-12-16,80116,3559,496,Dec
127,-tCFyIyKVx0,While Loops in Python | Python Tutorial - Day #18,2022-12-15,93958,3791,566,Dec
128,fIYVzKp0q5w,For Loops in Python | Python Tutorial - Day #17,2022-12-14,109995,4449,548,Dec
129,bthQCK1QAmQ,Match Case Statements in Python | Python Tutorial - Day #16,2022-12-13,97153,3812,509,Dec
130,d7ng_aV4qdI,Exercise 2: Good Morning Sir | Python Tutorial - Day #15,2022-12-12,102255,3528,771,Dec
131,ceiuLR2ysas,If Else Conditional Statements in Python | Python Tutorial - Day #14,2022-12-11,125827,4695,720,Dec
132,B6R9eUg0Zpw,₹ 936 crores fine to Google again💰,2022-12-11,198480,16088,182,Dec
133,0INvoK_T0cE,String Methods in Python | Python Tutorial - Day #13,2022-12-10,153193,6220,639,Dec
134,M27sDCKY0-A,Money Making Opportunity 🔥,2022-12-10,318828,47247,369,Dec
135,8jW7lpT8HW8,Strings Slicing and Operations on Strings in Python | Python Tutorial - Day #12,2022-12-09,127130,5295,950,Dec
136,yAzYsjjhzp0,Create your own VPN server using Open VPN,2022-12-09,97326,4015,196,Dec
137,kMNFQYArrLg,Strings in Python | Python Tutorial - Day #11,2022-12-08,140777,6127,718,Dec
138,WvG-R-xXouA,Taking User Input in Python | Python Tutorial - Day #10,2022-12-07,133287,6816,940,Dec
139,Pu5bqySSSS0,Typecasting in Python | Python Tutorial - Day #9,2022-12-06,145434,7000,891,Dec
140,pFvWwFua6mw,"Creating a Weather App Using HTML, CSS and JavaScript 🔥",2022-12-06,264655,8035,566,Dec
141,dohaSBCKCr0,Exercise 1: Calculator using Python (Solution) | Python Tutorial - Day #8,2022-12-05,149409,5928,773,Dec
142,FLVqcxnJP_E,Exercise 1: Calculator using Python | Python Tutorial - Day #7,2022-12-04,168137,6477,1277,Dec
143,duP8iDfjNEg,"Creating a Dictionary App using HTML, CSS, JavaScript & RapidAPI",2022-12-04,55384,2084,172,Dec
144,ORCuz7s5cCY,Variables and Data Types | Python Tutorial - Day #6,2022-12-03,211317,9594,1426,Dec
145,IPJo5ShwcoU,Create your own Social Media Website - Mastodon Server Tutorial 🔥,2022-12-03,39129,2072,213,Dec
146,BEHJcynpV9Y,My Favorite VS Code Extension 🔥,2022-12-03,172340,17528,65,Dec
147,qxPMmW93eDs,"Comments, Escape Sequences & Print Statement | Python Tutorial - Day #5",2022-12-02,251108,9912,2308,Dec
148,p67MrUaXp04,Recession and layoffs - When will it end?,2022-12-02,259964,13291,606,Dec
149,7IWOYhfAcVg,Our First Python Program | Python Tutorial - Day #4,2022-12-01,249084,11292,3248,Dec
150,xwKO_y2gHxQ,Modules and Pip | Python Tutorial - Day #3,2022-11-30,337616,13806,1279,Nov
151,Tto8TS-fJQU,Some Amazing Python Programs - The Power of Python | Python Tutorial - Day #2,2022-11-29,405458,18925,1787,Nov
152,7wnove7K-ZQ,Introduction to Programming & Python | Python Tutorial - Day #1,2022-11-28,1083171,49969,10131,Nov
153,xpIItCSo5aA,#100DaysOfCode with Python,2022-11-27,164738,27886,6105,Nov
154,CysuT4IFiMA,Upskill on cloud : A guided tutorial to avail 50% discount on certification,2022-11-27,19723,1118,118,Nov
155,sa9weQ3DPTE,"Lets Create a World Clock with Alarm Using HTML, CSS & JavaScript",2022-11-26,56310,2305,240,Nov
156,qjucDZcnsuw,AI for Frontend Development 🔥,2022-11-25,138938,16531,145,Nov
157,VWbnQ0pRVK4,THIS NEEDS TO STOP! Shame! (Watch full video) 😢,2022-11-22,389780,23694,1479,Nov
158,8ZOsvk0unmk,3 Killer Job Tips 🔥,2022-11-20,134120,14352,111,Nov
159,TE8FXBvUhb8,(∄ a) A Perfect Developer 💻,2022-11-18,229070,32936,202,Nov
160,Q9GUbJcszfk,Locofy.ai: Convert your Figma designs to Quality Code 🔥,2022-11-17,123066,4858,328,Nov
161,2KdqfKRnyV4,Project 2: Bulk Rename Desktop App in Node.js | JavaScript Tutorial in Hindi #103,2022-11-15,55216,1398,249,Nov
162,bjtg7ER117M,Upskill on Cloud – A walkthrough,2022-11-14,17896,866,95,Nov
163,hNx3WVi1oPU,Project 1: PDF Merger WebApp Using JavaScript & Bootstrap | JavaScript Tutorial in Hindi #102,2022-11-10,111076,2959,407,Nov
164,UxUlw4WCmec,Exercise 8 - Solutions and Shoutouts | JavaScript Tutorial in Hindi #101,2022-11-10,26097,589,85,Nov
165,vFJbKR6zfCE,Event Loop in JavaScript | JavaScript Tutorial in Hindi #100,2022-11-09,38054,1392,256,Nov
166,zeMPry3ak6Y,Regular Expressions in JavaScript | JavaScript Tutorial in Hindi #99,2022-11-08,31677,973,69,Nov
167,ISMT0FtTrk0,Top 3 Languages for Web Development,2022-11-07,284893,29168,157,Nov
168,AeNs18WuN_A,Top 3 Programming Languages 💻,2022-11-06,577531,59626,278,Nov
169,w8CkzOmN8PA,Using Express.js to Create a Backend Server | JavaScript Tutorial in Hindi #98,2022-11-05,23582,855,164,Nov
170,wCkHbaLG5cw,Modules in JavaScript | JavaScript Tutorial in Hindi #97,2022-11-05,22667,786,97,Nov
171,e9Y4sRiM5qU,Is Maths required for coding?,2022-11-04,362849,39546,192,Nov
172,nSFe1-kpfbQ,npm and Node.js Packages | JavaScript Tutorial in Hindi #96,2022-11-04,25623,916,135,Nov
173,vCakg7aDpwc,3 GBPS = Your Internet Speed 🤯,2022-11-03,468660,50573,320,Nov
174,CG-7dYcozwI,JavaScript on the Server | JavaScript Tutorial in Hindi #95,2022-11-03,20967,836,81,Nov
175,vUbuxjF9crY,Exercise 8 - Alarm Clock | JavaScript Tutorial in Hindi #94,2022-11-03,16506,615,52,Nov
176,3wx7yU9QIvY,Best Coding App for Phones🔥,2022-11-02,283108,29020,250,Nov
177,Rz_jCevUqho,Exercise 7 - Password Generator Solution | JavaScript Tutorial in Hindi #93,2022-11-02,19684,729,90,Nov
178,bkl5xWLr3fg,JavaScript Chapter 12 - Practice Set | JavaScript Tutorial in Hindi #92,2022-11-02,14667,632,63,Nov
179,ZcjfRxLoc7Y,Match Case 🐍,2022-11-02,55357,5397,50,Nov
180,bJKjtC9MnZ8,Arrow Functions Revisited | JavaScript Tutorial in Hindi #91,2022-10-31,29574,1118,162,Oct
181,Ze-JGb4I9zU,Closures in JavaScript | JavaScript Tutorial in Hindi #90,2022-10-31,37760,1353,92,Oct
182,_FmHfOqJ4SY,Hoisting in JavaScript | JavaScript Tutorial in Hindi #89,2022-10-28,40315,1414,159,Oct
183,CNk33k5nScg,local and global Scope in JavaScript | JavaScript Tutorial in Hindi #88,2022-10-28,20771,857,61,Oct
184,_BsE5kmJk6Q,Destructuring assignment and Spread Operator | JavaScript Tutorial in Hindi #87,2022-10-28,26772,1088,73,Oct
185,oR0yIjzfxQw,IIFE - Immediately Invoked Function Expressions | JavaScript Tutorial in Hindi #86,2022-10-27,25077,999,142,Oct
186,opLDBFzDVp4,Monitor your Server from Browser like a Pro - CasaOS 🔥,2022-10-26,26855,1100,118,Oct
187,iLHad0KWJ5g,Exercise 7 - Password Generator | JavaScript Tutorial in Hindi #85,2022-10-25,24091,851,89,Oct
188,9rsJjsuYicc,Google's business strategy! (brilliant) 🔥,2022-10-24,116836,7992,45,Oct
189,93lSwnzCaws,Exercise 6 - Solution & Shoutouts | JavaScript Tutorial in Hindi #84,2022-10-23,23213,713,148,Oct
190,-mnNOl5rjPM,JavaScript Chapter 11 Practice Set | JavaScript Tutorial in Hindi #83,2022-10-23,17503,779,82,Oct
191,dVsSmz9R3lc,Windows 12 leaked (Have a Look)😯,2022-10-22,293672,18427,165,Oct
192,NsF4BrRfOGM,"getters, setters & instanceOf Operator | JavaScript Tutorial in Hindi #82",2022-10-22,26701,1094,149,Oct
193,5ggA_xCGsvA,"₹1,337.76 crore fine on Google",2022-10-21,140300,10241,146,Oct
194,XeXYHhbGUxo,$19M fine on Apple 🍎,2022-10-21,127727,10348,126,Oct
195,__l6ZOPaijs,Static Method in JavaScript | JavaScript Tutorial in Hindi #81,2022-10-21,23047,843,64,Oct
196,Rpd4FlhytnE,Constructors in JavaScript | JavaScript Tutorial in Hindi #80,2022-10-20,22738,969,195,Oct
197,M0sXes8zWko,Constructors in JavaScript | JavaScript Tutorial in Hindi #79,2022-10-20,22760,944,92,Oct
198,0E2akQ5E-5Y,Constructors in JavaScript | JavaScript Tutorial in Hindi #77,2022-10-20,32617,1058,53,Oct
199,9loYq8W8rsg,Inheritance & extends Keyword in JavaScript | JavaScript Tutorial in Hindi #78,2022-10-20,25081,1125,100,Oct
200,eKNhXy60p0Q,WhatsApp Vulnerability 👩‍💻👨‍💻,2022-10-19,258496,16286,130,Oct
201,7RpdfkSyJfU,Classes and Objects in JavaScript | JavaScript Tutorial in Hindi #76,2022-10-19,47754,1419,134,Oct
202,eDxrLEQbLv0,Protypes and __proto__ in JavaScript | JavaScript Tutorial in Hindi #75,2022-10-19,33451,1126,88,Oct
203,fe6L8bNC_Yw,Introduction to Object Oriented Programming | JavaScript Tutorial in Hindi #74,2022-10-18,42120,1450,111,Oct
204,kqlumPviBtw,This Investment Is Worth It 💰💰,2022-10-17,275565,24317,199,Oct
205,hKESY_D2LI0,Exercise 6: Todo List | JavaScript Tutorial in Hindi #73,2022-10-17,26664,753,60,Oct
206,jmaniHHrg-0,Exercise 5: Solutions & Shoutouts | JavaScript Tutorial in Hindi #72,2022-10-17,20786,744,51,Oct
207,S09Mm2gJlwI,JavaScript Chapter 10 - Practice Set | JavaScript Tutorial in Hindi #71,2022-10-16,27970,1039,188,Oct
208,rfSJeox61vA,sessionStorage & related methods | JavaScript Tutorial in Hindi #70,2022-10-16,25998,1027,74,Oct
209,A98SPz5XLwY,localStorage & related methods | JavaScript Tutorial in Hindi #69,2022-10-15,39541,1339,100,Oct
210,sHrwueeeMmY,Cookies in JavaScript| JavaScript Tutorial in Hindi #68,2022-10-15,43327,1500,101,Oct
211,57SrCBCxdgc,Sending POST request with Fetch API | JavaScript Tutorial in Hindi #67,2022-10-14,48489,1353,269,Oct
212,Atq7VjVbaA8,Fetch API | JavaScript Tutorial in Hindi #66,2022-10-14,79105,2131,92,Oct
213,lhNNbGuh0t4,Every Freelancer should do *these* (Max Earnings),2022-10-13,121895,6655,271,Oct
214,Ag4MDWEWHR8,Exercise 5: Hackerman | JavaScript Tutorial in Hindi #65,2022-10-13,25601,1034,109,Oct
215,iVodxHfAqd0,Exercise 4: Solutions & Shoutouts | JavaScript Tutorial in Hindi #64,2022-10-12,26598,909,80,Oct
216,y1j2FL9d31w,JavaScript Chapter 9 - Practice Set  | JavaScript Tutorial in Hindi #63,2022-10-12,30303,1128,84,Oct
217,rWCGC2NWjcc,The Finally Clause | JavaScript Tutorial in Hindi #62,2022-10-11,29913,1384,232,Oct
218,uOQBGKfldIg,The Error Object & Custom Errors | JavaScript Tutorial in Hindi #61,2022-10-10,33711,1295,94,Oct
219,kHf8OZy0mTU,Data Breach 🤯,2022-10-10,81557,5090,52,Oct
220,qJMslXqOU3U,Free AI Code Completion 🔥,2022-10-10,109587,9465,51,Oct
221,WRNBQCl_cPU,Error Handling: try and catch | JavaScript Tutorial in Hindi #60,2022-10-09,44176,1666,156,Oct
222,Txsi1maHjI0,Sova Virus is Dangerous! 👨‍💻,2022-10-08,153778,11381,108,Oct
223,bLre6Uf4Op0,Async/Await in JavaScript | JavaScript Tutorial in Hindi #59,2022-10-08,82270,2442,167,Oct
224,PeVyHyupjCI,Use Your Computer From a Browser Tab (Amazing Technology),2022-10-07,123871,4144,324,Oct
225,xJQemfYXEf8,The Promise API | JavaScript Tutorial in Hindi #58,2022-10-07,44788,1661,130,Oct
226,fttMS3hFzEg,Attaching Multiple Handlers to a Promise | JavaScript Tutorial in Hindi #57,2022-10-06,38355,1368,103,Oct
227,RPLt3TiH6zg,Promise Chaining .then() calls | JavaScript Tutorial in Hindi #56,2022-10-06,52089,1660,130,Oct
228,Fsv4IEH-4Lw,Promise .then() and .catch() | JavaScript Tutorial in Hindi #55,2022-10-05,70954,2268,163,Oct
229,1AOuk0OD7PM,Awesome .new Domains 🔥,2022-10-05,77281,8234,59,Oct
230,QKdCDNTI8JI,"₹8,00,000 from GTA 5 🤯",2022-10-04,384779,32215,136,Oct
231,Dadlf6YsTHA,Introduction to Promises | JavaScript Tutorial in Hindi #54,2022-10-04,88163,2587,187,Oct
232,fIPJUteOdLc,Callback Hell & Pyramid of Doom | JavaScript Tutorial in Hindi #53,2022-10-02,56780,1936,181,Oct
233,xBFHxku0AI0,Python Heart 💘,2022-10-02,186435,17161,146,Oct
234,IJlGpI6l92U,Introduction to Callbacks | JavaScript Tutorial in Hindi #52,2022-10-01,99673,2814,332,Oct
235,IEY-pJGW_Is,How to Create a Beautiful Website in 5 - 10 Minutes 🔥,2022-09-28,54343,2343,289,Sep
236,GbQUKe1c55c,Coding AI for Phones 📳,2022-09-27,116719,12285,136,Sep
237,LYzwKxrQbcM,Which Monitor to buy in 2022? (Shortlisted Models),2022-09-25,22599,677,201,Sep
238,Ov27tG9lN2A,"20K, 30K and 50K PC Builds for Coders (2022 Edition) 🔥",2022-09-25,49427,2169,209,Sep
239,XTqWzuqZa7Y,How much primary storage SSD do you need?,2022-09-25,71712,3386,422,Sep
