,Video_id,Title,Published_date,Views,Likes,Comments,Channel_Title,Month
133,cu9ztQ3IEE4,Can Sasha Draw This Famous Mask Blindfolded? | Shorts | BuzzFeed India,2021-10-10,33139,1517,19,BuzzFeed India,Oct
134,bYh9r-qLbVo,Can I Make A South Indian Meal With Oreos? | BuzzFeed India,2021-10-09,191091,10102,397,BuzzFeed India,Oct
135,QabY3QVVIBw,Can I Make A South Indian Meal With Oreos? | Teaser | BuzzFeed India,2021-10-08,51216,2434,62,BuzzFeed India,Oct
136,Cj0enkR4feI,Can We Style Vishal For A Job Interview? | Bloopers| BuzzFeed India,2021-10-07,22583,959,15,BuzzFeed India,Oct
137,SgzjKmvvl3g,Can We Style Vishal For A Job Interview? | Looks or Lewks? | BuzzFeed India,2021-10-06,142365,8470,269,BuzzFeed India,Oct
138,-O3rb8kAMqM,Interviewing For A Shaadi *brb* | Teaser | BuzzFeed India,2021-10-05,31515,1371,14,BuzzFeed India,Oct
139,Ap2AtQwMKe8,Who Has The Best Mad Over Bloopers? | BuzzFeed India,2021-10-04,37673,2011,34,BuzzFeed India,Oct
140,Aqiw5-aHNmg,Who Has The Best Mad Over Donuts Order? | BuzzFeed India,2021-10-02,508193,22354,730,BuzzFeed India,Oct
141,Hf9jgQ1r-n0,Who Has The Best Mad Over Donuts Order? | Teaser | BuzzFeed India,2021-10-01,57362,2866,64,BuzzFeed India,Oct
142,0NfZUV70DsM,Who Has The Best Spice Tolerance? | Shorts | BuzzFeed India,2021-09-30,63496,3362,37,BuzzFeed India,Sep
143,YpwdfRuBGFw,Can I Cook An Assamese Thali? | Bloopers | BuzzFeed India,2021-09-27,37721,1683,19,BuzzFeed India,Sep
144,1Dqhj3uGvQ8,Can I Cook An Assamese Thali? | BuzzFeed India,2021-09-25,306516,15189,541,BuzzFeed India,Sep
145,fNkqNJ_00P8,Aishwarya Struggling To Cook For 30s Straight | Teaser | BuzzFeed India,2021-09-24,72178,3046,35,BuzzFeed India,Sep
146,4ZcYO1OK_sk,Can You Text Your Boss While Blindfolded? | BuzzFeed India,2021-09-23,103172,4661,48,BuzzFeed India,Sep
147,e4hBwOJGWH4,Can You Make These Body Parts Dance? | BuzzFeed India,2021-09-22,64861,2807,61,BuzzFeed India,Sep
148,uhK2rC-RXr4,Who Has The Best Belgian Waffle Order? | BuzzFeed India,2021-09-18,592601,25066,848,BuzzFeed India,Sep
149,tXUOW_yVU6Y,Who Has The Best Belgian Waffle Order? | Teaser | BuzzFeed India,2021-09-17,59660,2878,58,BuzzFeed India,Sep
150,SDZ3Nhkf1FE,Can You Dress For First Date Only With Jockey? | Bloopers | BuzzFeed India,2021-09-17,37785,1629,17,BuzzFeed India,Sep
151,wh0sJP9toAA,Can We Ace This Bollywood Quiz? Pt 2 | Bloopers | BuzzFeed India,2021-09-16,20035,1072,31,BuzzFeed India,Sep
152,4Jf1jgfLjxs,Can We Ace This Bollywood Quiz? Part 2 | BuzzFeed India,2021-09-15,181116,10059,431,BuzzFeed India,Sep
153,vR8oZhs4ayM,Struggling To Ace This Bollywood Quiz | Teaser | BuzzFeed India,2021-09-14,33320,1607,58,BuzzFeed India,Sep
154,W5n5qY8FQjY,Modak Eating Challenge Fail | BuzzFeed India,2021-09-14,90905,3526,53,BuzzFeed India,Sep
155,qCnIriuQ6Bc,Can You Dress For A First Date Only With Jockey? | Looks or Lewks? | BuzzFeed India,2021-09-11,139517,8307,254,BuzzFeed India,Sep
156,idrVly3MAmE,Can You Dress For First Date Only With Jockey? | Teaser | BuzzFeed India,2021-09-11,40792,2290,48,BuzzFeed India,Sep
157,AO1JAzemzvo,Can You Do This With Your Tongue? #CANYOU #shorts,2021-09-09,75542,3276,77,BuzzFeed India,Sep
158,R3YLMH3zSsM,EATING A WHOLE LEMON?! #CANYOU? #shorts,2021-09-08,71966,3848,108,BuzzFeed India,Sep
159,AFf_5IRUQsQ,I Tried Alia Bhatt's Favorite Recipes | Bloopers | BuzzFeed India,2021-09-07,57921,2087,21,BuzzFeed India,Sep
160,ew4EIjgS5nM,Who Has The Best Baskin Robbins Order? | Bloopers | BuzzFeed India,2021-09-06,39745,1861,15,BuzzFeed India,Sep
161,TXwSHo_AOuw,Who Has The Best Baskin Robbins Order? | BuzzFeed India,2021-09-04,564271,24550,1020,BuzzFeed India,Sep
162,pF6rwNx237c,Who Has The Best Baskin Robbins Order? | Teaser | BuzzFeed India,2021-09-03,65355,3273,63,BuzzFeed India,Sep
163,c15FpYPHJfo,Can They Cook This Mystery Recipe? | Bloopers | BuzzFeed India,2021-09-02,31691,1306,30,BuzzFeed India,Sep
164,TEmpTTMoYfU,Can They Cook This Mystery Recipe? | Tirunelveli Halwa | BuzzFeed India,2021-09-01,268486,11370,514,BuzzFeed India,Sep
165,3jzyM6hJ5Hw,BuzzFood *Chef* Skills | Teaser | BuzzFeed India,2021-08-31,49300,2234,51,BuzzFeed India,Aug
166,YbcVi3_xVSQ,Shreya And Kartik Eat Bloopers For A Day | Bloopers | BuzzFeed India,2021-08-30,75117,2606,41,BuzzFeed India,Aug
167,StT2L6mGn-Y,I Tried Alia Bhatt's Favorite Recipes | BuzzFeed India,2021-08-28,335776,14221,520,BuzzFeed India,Aug
168,JxsHUWcn4U4,Can This North Indian Follow A Recipe In Tulu? | BuzzFeed India,2021-08-25,193028,8612,469,BuzzFeed India,Aug
169,bM-P9f_4uf0,BuzzFeed Quizzes Decide What We Eat For A Day | BuzzFeed India,2021-08-21,281217,13309,626,BuzzFeed India,Aug
170,ENgZNtIsAsE,Tasting Your Food Recommendations  Pt. 4 | BuzzFeed India,2021-08-18,178669,8360,265,BuzzFeed India,Aug
171,zSxOPZqc6Ow,BuzzFood Swap Marathon | BuzzFeed India,2021-08-14,63751,2493,118,BuzzFeed India,Aug
172,3G5ObUj-2gM,Genderless Clothes x Blooper-ful Vishal | Bloopers | BuzzFeed India,2021-08-11,48770,2452,42,BuzzFeed India,Aug
173,gYxY0-y6ajE,Can I Style Myself With Women's Section Clothes? | Looks or Lewks? | BuzzFeed India,2021-08-07,154262,11630,493,BuzzFeed India,Aug
174,2pIFZHcBJ-U,Can Shreya Pun This? | BuzzFeed India,2021-08-04,137960,5838,160,BuzzFeed India,Aug
175,uy5ILFOXxK8,Aishwarya And Vishal Trying To Speak *phrr* | Bloopers | BuzzFeed India,2021-08-02,71506,2890,55,BuzzFeed India,Aug
176,oZG-ltMjZOI,Can I Cook A Veg Maharashtrian Thali? | BuzzFeed India,2021-07-31,382569,17671,1093,BuzzFeed India,Jul
177,tN1_IQJPBls,Strangers Buy Each Other Mystery Gifts | BuzzFeed India,2021-07-24,175751,9638,353,BuzzFeed India,Jul
178,KSt8hI5RBok,Who Can Make The Best Parotta? | BuzzFeed India,2021-07-21,365076,14660,830,BuzzFeed India,Jul
179,nEFzBdCSBeY,We Made@buzzfeedlatam react to Zindagi Na Milegi Dobara | BuzzFeed India,2021-07-17,55662,2510,163,BuzzFeed India,Jul
180,v4puoRw9iDs,Tasting Your Food Recommendations Pt. 3 | BuzzFeed India,2021-07-14,164365,6235,323,BuzzFeed India,Jul
181,d5RUyhFYYtY,Can I Cook Better Than My Mom? | BuzzFeed India,2021-07-10,372986,17031,726,BuzzFeed India,Jul
182,VRKWThUlbjQ,Tasting Your Food Recommendations Pt. 2 | BuzzFeed India,2021-07-07,174542,6062,295,BuzzFeed India,Jul
183,EZeEKCDilDM,Styling Looks Inspired By K-Dramas | Looks or Lewks? | BuzzFeed India,2021-07-03,160502,9652,520,BuzzFeed India,Jul
184,6Y-ewY22cow,Indians Try To Make Japanese Bento Boxes | BuzzFeed India,2021-06-30,276184,12253,510,BuzzFeed India,Jun
185,AOYMMOWE_t8,Can We Ace This Bollywood Quiz? | BuzzFeed India,2021-06-26,292276,14523,617,BuzzFeed India,Jun
186,5Mncbd14I-s,Tasting Your Food Recommendations Pt. 1 | BuzzFeed India,2021-06-22,240745,10390,357,BuzzFeed India,Jun
187,psGjnDQa-KU,Can I Make A South Indian Meal With Maggi? | BuzzFeed India,2021-06-19,382209,16563,821,BuzzFeed India,Jun
188,ye6Mwh0CD18,We Ordered Food For Each Other For A Day | BuzzFeed India,2021-06-16,760992,30328,806,BuzzFeed India,Jun
189,h7ZWJwuv7xg,Aussies React To Om Shanti Om | BuzzFeed India | @BuzzFeedOz,2021-06-12,88682,3871,267,BuzzFeed India,Jun
