,Video_id,Title,Published_date,Views,Likes,Comments,Channel_Title,Month
122,AQNBlnin1HU,What is the Merge? In Hindi,2022-09-13,439418,42468,209,Apna College,Sep
123,C2QoDC1rka8,What should you do in 2nd year of college? 2nd Year Roadmap,2022-09-10,297627,18152,1104,Apna College,Sep
124,JuxaewFpmGI,5 Skills you need for Interviews |  @ApnaCollegeOfficial,2022-09-09,753033,86049,274,Apna College,Sep
125,nsIQChtkTyU,3 Major Technologies that failed in last 10 years,2022-09-07,1481765,101789,158,Apna College,Sep
126,2pn8yNLh6sk,How to take Better Decisions? 3 Tips,2022-09-04,692799,77515,355,Apna College,Sep
127,ekQLGA2xHgk,Watch this before you start Coding! | 10 Tips for Coders,2022-09-03,1106490,56746,1822,Apna College,Sep
128,0C7Wx5cLEiQ,How to Balance College Life? Is Multi-tasking good?,2022-09-01,383547,52478,212,Apna College,Sep
129,Pt1KGG26RKU,What to do in College? 1st Year RoadMap,2022-08-31,790537,49797,2315,Apna College,Aug
130,s3xw_c2i34s,Should I pay for an Internship? For College Students,2022-08-30,291870,31369,173,Apna College,Aug
131,kQI7rwIIWyw,Tech Companies that got Hacked!,2022-08-29,700920,64854,181,Apna College,Aug
132,3OxllpMRU9E,"Don't wait for Motivation, lead with Action",2022-08-27,215443,31791,163,Apna College,Aug
133,5sa738YvYVE,3 Best Code Editors for Programmers | Software Engineers,2022-08-26,784686,83960,520,Apna College,Aug
134,7zitoUc_rd8,Software Engineer Salary Packages | The Reality of CTC,2022-08-24,3771955,312486,965,Apna College,Aug
135,Huyv89BHFow,You should know this in College,2022-08-20,477429,54957,262,Apna College,Aug
136,FKVf1E78Wb8,How to make Notes for Coding? Data Structures & Algorithms,2022-08-18,801426,39439,1385,Apna College,Aug
137,5i-etFWWlCE,How to get the best out of College Life? One Tip,2022-08-16,337655,44656,204,Apna College,Aug
138,Zn9URTEJGf8,India - The Emerging Technology Leader🔥,2022-08-14,499531,51864,237,Apna College,Aug
139,DhbAlnVd98g,Why is your Resume getting Rejected?,2022-08-13,801966,98938,139,Apna College,Aug
140,2-XBpzYLqB4,Surprise for all - Raksha Bandhan Special ❤️,2022-08-10,615097,34366,1896,Apna College,Aug
141,ZFoCzPU7GSQ,3 Reasons why you should have good GPA in Engineering!,2022-08-09,549420,56437,215,Apna College,Aug
142,_hC-upJ5aAE,3 Benefits of being a College Student | School Student,2022-08-05,1895304,222103,528,Apna College,Aug
143,WeF3_nk-UqY,HashMap in Java | Hashing | Java Placement Course | Data Structures & Algorithms,2022-08-02,263477,6815,927,Apna College,Aug
144,tTQFObPYa-w,Bahut Jageh Hai! | Alpha ❤️ | Not an Educational Video,2022-07-29,981061,36988,1121,Apna College,Jul
145,RUwn-5hrQQM,Alpha is now going International | Good News | @ApnaCollegeOfficial,2022-07-27,181014,10467,828,Apna College,Jul
146,JbNOjPjQQEM,Launching Apna Community ❤️ | for all Students,2022-07-25,194793,12740,823,Apna College,Jul
147,WGlFrt9FiJE,ALPHA Launched 🔥| Aapke Jabardast Response ne Website kari Crash 🔥,2022-07-21,1013706,67422,6720,Apna College,Jul
148,4x7dVcCWkmI,Teaser | Launching Alpha🔥 : Tomorrow ❤️  | #shorts,2022-07-20,424252,29750,343,Apna College,Jul
149,1BDWECwY64Q,3 Tips to grab Internships,2022-07-14,756269,96067,435,Apna College,Jul
150,UOJZTqA5Loc,What is SQL? Future Career Scope & Resources,2022-07-12,836091,33748,1371,Apna College,Jul
151,H7gSdQ9ipd0,Are Coding Certificates Important? AWS Certificates | AWS Certification Guide,2022-07-11,304426,15125,635,Apna College,Jul
152,mQPwauiXFUo,My school taught me - Self Appreciation,2022-07-09,461477,55489,296,Apna College,Jul
153,eJiGN1h8XzM,HashSet in Java | Hashing | Java Placement Course | Data Structures & Algorithms,2022-07-04,174729,4355,487,Apna College,Jul
154,2JQn9QxU1-s,Is this a good laptop for students? | Unboxing Tech for Students | Infinix INBook X1 Slim,2022-07-01,1522002,59190,3438,Apna College,Jul
155,yogmzgas5xc,Important Learning from Chanakya,2022-06-29,607558,69272,228,Apna College,Jun
156,2UZ_veozgS4,One thing you must practice in College!,2022-06-25,523258,57354,252,Apna College,Jun
157,jIrG-OxhnQ8,How do Speed Cameras work?,2022-06-20,4076312,234651,726,Apna College,Jun
158,BSGcQi2WNPg,What is Amazon Web Services? AWS Explained | Tutorial & Resources,2022-06-18,910791,19680,761,Apna College,Jun
159,PIGrPkNPz1k,Software Engineer Promotions | What are the levels of Software Engineers in Companies?,2022-06-16,323555,15092,679,Apna College,Jun
160,gUIc2eE0lRA,Do this in your Exams!,2022-06-13,1342497,162761,545,Apna College,Jun
161,PBN3Cv2Aq8Y,Is this a SCAM? Planned Obsolescence!,2022-06-10,4196605,282389,1804,Apna College,Jun
162,JYnEbcTCyVI,Complete Placement Guide 🔥 | How to study in Last 3 Months? @ApnaCollege,2022-06-09,635818,33955,786,Apna College,Jun
163,amk-ClIuQKI,Why do we use QWERTY Keyboards?,2022-06-08,10476893,724491,3204,Apna College,Jun
164,7vPd1ArdeiU,How to get rid of bad habits?,2022-06-06,640164,62943,809,Apna College,Jun
165,xeUuJzHwqyQ,A Burning Desire is NOT enough without Action.,2022-06-05,599030,72491,435,Apna College,Jun
166,Qkrt-tKBl9k,How Whatsapp Earns ?,2022-06-01,1662988,136382,323,Apna College,Jun
167,xj3QNYuKFK4,How to write Code in Interviews? | Placement & Internship Edition,2022-05-31,368259,16614,494,Apna College,May
168,xh79e5mA2Yo,Bloopers - First Time in India in Teaching | Golden Hat-trick,2022-05-29,2893397,205775,866,Apna College,May
169,qAeitQWjNNg,Binary Search Trees | BST in One Video | Java Placement Course | Data Structures & Algorithms,2022-05-28,241127,5511,388,Apna College,May
170,kE1sWLcoL60,How will 5G network change India?,2022-05-26,1292673,122603,1708,Apna College,May
171,RXk9tndVOAg,IPL Live Streaming | How does Online Video Streaming work?,2022-05-25,438611,20262,764,Apna College,May
172,Y9oGAVuc2To,Was Facebook not Mark Zuckerberg's Idea?,2022-05-23,1330213,139206,487,Apna College,May
173,3xC0F9bj9FU,How to build Strong Programming Logic? | College Placement & Internships,2022-05-20,599600,29466,1001,Apna College,May
174,iELBsXEt2vc,What we CANNOT learn from Technology?,2022-05-18,623350,68018,269,Apna College,May
175,bR17XCHEGBI,Can computers create Art?,2022-05-16,376977,39081,218,Apna College,May
176,RB8hM6MG77U,Summer Vacation Plans for College Students,2022-05-14,216626,12613,845,Apna College,May
177,fYnO6NJdpWM,What is your Superpower?,2022-05-12,255902,30151,189,Apna College,May
178,TU-13Dzv9pM,How to Prepare for Core Placements? | Step by Step | Resume Building,2022-05-10,101185,5159,314,Apna College,May
179,rFxlfWO7CWk,Biggest Startup Fraud,2022-05-07,3535209,272170,876,Apna College,May
180,VVvVxMOrh14,Ab India seekhega Coding ❤️,2022-05-04,18189684,866358,3803,Apna College,May
181,9FT8ZeF44YM,3 Tips for Interviews,2022-05-01,845483,95824,180,Apna College,May
182,u6Xsayqxij0,Guaranteed Placement DSA Sheet | Tech Placement,2022-04-29,695504,35820,1353,Apna College,Apr
183,KwDmdz7UIXg,Elon Musk v/s Twitter,2022-04-28,451732,34917,158,Apna College,Apr
184,AgyTHzjBS-c,How much Coding to learn for Placements? Data Structure & Algorithms,2022-04-27,1287682,59284,1305,Apna College,Apr
185,O_CxjHkAelg,"Why do we write ""Hello World""?",2022-04-25,381503,35145,253,Apna College,Apr
186,afV7FP_1wbk,China does not use Google,2022-04-23,2402161,193703,539,Apna College,Apr
187,jp9uVuD0J4c,Weirdest Programming Languages of the World,2022-04-23,843348,69626,370,Apna College,Apr
188,P0xi93jIi9s,This 15 year old boy HACKED NASA,2022-04-21,3352760,280072,1264,Apna College,Apr
189,TpN9XEStbNQ,How to protect your eyes from Mobile/Laptop ?,2022-04-20,3332307,278662,925,Apna College,Apr
190,WAjxrgYGs6g,Should you join a Startup in 2022?,2022-04-19,81707,4992,283,Apna College,Apr
191,WUc-HnOWmVQ,Top IT Companies that recruit Engineering Freshers,2022-04-18,617957,48277,206,Apna College,Apr
192,MkcfB7S4fq0,How to Start Web Development? Complete Roadmap for FullStack Developer | 2022,2022-04-16,2037317,108088,3052,Apna College,Apr
193,djYrmRzQMeE,5 Things about Microsoft you didn't know,2022-04-15,556809,53435,223,Apna College,Apr
194,UbIhprsWYKI,Top NITs of India & their Placements (2019-2020),2022-04-14,989689,65770,581,Apna College,Apr
195,Ckpp9kRV2Z8,5 Most Expensive NFTs!,2022-04-13,174338,10333,95,Apna College,Apr
196,vouCwkWaog4,7 Best Websites for Internships🔥,2022-04-12,783998,103098,230,Apna College,Apr
197,YL7bhSCb9gk,Why do you Procrastinate? 5 Steps to BEAT IT.,2022-04-11,585566,43171,1068,Apna College,Apr
198,SYQtz23NACQ,How to beat Laziness?,2022-04-10,766835,93306,237,Apna College,Apr
199,HYJZ0CYw3hk,3 Coding Languages for 2022,2022-04-09,3642240,375076,1493,Apna College,Apr
200,AjCJtT_qkKI,How to make money from Coding? 5 ways to earn without a job or degree,2022-04-08,1262196,68461,892,Apna College,Apr
201,X-cdWlx7hQI,Why is Coding Important?,2022-04-07,5666317,537525,1307,Apna College,Apr
202,4HaeFkzfy20,Why Google was a mistake?,2022-04-05,1566208,125620,175,Apna College,Apr
203,5-V0-y1iP3Q,React Native vs Flutter | Which one should you Learn in 2022 ?,2022-04-04,352130,11934,626,Apna College,Apr
204,9lkQUS2bPCY,3 Best Websites for College Students,2022-04-03,2006223,212556,222,Apna College,Apr
205,ElCkr9BOkG8,A brief history of Youtube,2022-04-02,302449,22831,92,Apna College,Apr
206,kE5QWhrNjqY,Competitive Programming - How to Start? Complete Guide,2022-04-01,381092,22480,694,Apna College,Apr
207,hIiz8Km2tpo,5 Tricks of Google Search,2022-03-31,11074528,866825,1458,Apna College,Mar
208,uULy2rc6YDc,How to become a Blockchain Developer in 2022?  | 🔥 Complete Roadmap + Salary + Tech Stack,2022-03-30,1081690,35956,1675,Apna College,Mar
209,TEnks7wOBKs,How to make the Best Time Table? | Time Management for Students,2022-03-29,1027690,60800,1058,Apna College,Mar
210,px7PkuWSrLw,Is being Lazy good for you?,2022-03-28,147500,15668,122,Apna College,Mar
211,83NgW2D8dfY,3 Mistakes we do while Studying,2022-03-26,1436484,158005,610,Apna College,Mar
212,HcOc7P5BMi4,HTML Tutorial for Beginners | Complete HTML with Notes & Code,2022-03-22,5663257,156460,8988,Apna College,Mar
213,aqja_mp_A9Q,Time is NOT Money,2022-03-20,203380,24306,192,Apna College,Mar
214,t8ffBh0B2ak,One thing we think of many times in our life,2022-03-18,281225,25743,156,Apna College,Mar
215,83BgsqvQzkQ,How to prepare for Offline College Exams? 5 Life Saving Tips,2022-03-14,250135,17019,546,Apna College,Mar
216,ZejKrRhE6qA,How to Increase Self Confidence?,2022-03-11,1543070,203714,571,Apna College,Mar
217,irqbmMNs2Bo,C Language Tutorial for Beginners (with Notes & Practice Questions),2022-03-06,15162387,280934,16243,Apna College,Mar
218,FckrkTwzzjs,1 Tip to Manage Stress,2022-03-03,275131,29519,184,Apna College,Mar
219,LVFQu_piWsE,Government or Private | What job to do?,2022-02-28,373197,18303,1185,Apna College,Feb
220,p_5TWTNOtUQ,How to Save Money in College?,2022-02-27,557799,49041,529,Apna College,Feb
221,pZdIiVDeAgU,3 Steps to ACHIEVE MORE in LESS TIME,2022-02-25,537427,60482,161,Apna College,Feb
222,sAlxN59cwXA,10 Career Options after BCA in 2022,2022-02-24,901773,45465,2526,Apna College,Feb
223,hzdc6NIMdTY,3 Tips for taking Notes,2022-02-22,4661179,381850,1363,Apna College,Feb
224,GLEoU0FfTPw,One Lesson from Olympic Winners,2022-02-21,339233,42634,284,Apna College,Feb
225,zlZ_dupXxE0,How to Hack Password?,2022-02-19,3859300,172331,4681,Apna College,Feb
226,nDXX6LIJx8A,Is Linux better than Windows?,2022-02-18,476168,22934,1345,Apna College,Feb
227,KUv_AAUea7E,The 90 Minute Rule for better Sleep!,2022-02-16,4343858,343520,997,Apna College,Feb
228,yUaJCjiPBnY,Career Options after Btech/BE in 2022 | 15 Different Paths,2022-02-15,782653,33736,2086,Apna College,Feb
229,zTgYjW5roxk,Engineers after Valentines Day❤️,2022-02-14,291561,22318,442,Apna College,Feb
230,GOiDf1wSMts,C++ or Java | Which coding language to learn?,2022-02-11,707375,36311,1219,Apna College,Feb
231,szhSdCifQgE,How to join ISRO ? | How to become a Scientist in ISRO? Full Information,2022-02-10,890428,39312,1105,Apna College,Feb
232,C4bOz88QG5w,5 Secrets Behind Success in Life | by Aman Dhattarwal,2022-02-08,407026,48774,87,Apna College,Feb
233,1NqKgTxJwDQ,Why should you not code?,2022-02-07,446518,25460,1151,Apna College,Feb
234,-DzowlcaUmE,Binary Tree in Data Structures | All about Binary Tree | DSA Course,2022-02-06,799775,15191,587,Apna College,Feb
235,VmiwbpD-TYc,Core Branch - Should you Learn Coding? | Tech Placement Special,2022-02-04,292770,15337,964,Apna College,Feb
236,j1Hivf4wsgw,Why we Don't have Enough Time?,2022-02-03,473933,55871,261,Apna College,Feb
237,xtg75m7NfZQ,5 Things I wish I knew when I started Programming,2022-02-02,497886,29964,806,Apna College,Feb
238,4bIwBQVK5dc,iPhone has a Secret Button,2022-02-01,1253024,99379,694,Apna College,Feb
239,tG7Zk0HntYM,How much Sleep do you Actually Need?,2022-01-31,351279,24904,797,Apna College,Jan
